obs,Curve,time,elapsed,date,TIME,E,A,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,blfa_1,blfa_2,blfa_3,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Heatx_setpoint,CO2_r_setpoint,H2O_r_setpoint,SS_s,SS_r,MatchH2O,MatchCO2,MatchValveR,MatchValveS
13,c10,1499753263,907.5999999,20170711 14:07:42,1499753262,0.003312761,20.09328009,1248.22988,124.5794541,146.7201843,0.184271569,2.254441125,0.176294196,0.110871828,247.833908,35.49929421,35.4977,5.80592301,72.25241859,4.022825987,5.56773886,1.783097023,-0.041303416,0.046366703,3.463163876,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.45794,20.09328009,#DIV/0!,#DIV/0!,0.016681678,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.95,1264.45794,0.84300006,0.19600012,1499753262,1470.07,1500.03,40.3069,36.4913,499.932,99.7049,0.0999966,34.7406,35.4977,999.9,9990,0,85.3249,1499.95,0.899998,0.100002,0,786.486,5.00027,11866.7,49.812,51.125,50.437,51.312,51.937,786.8886538,-1.218965322,-21.1670504,11872.72692,15,2,493.504,815.604,30.0009,39.9211,30.0004,39.784,39.7338,72.0276,100,0,30,1500,22.0706,96.8896,98.3791,0.235,14.76,100,100
1,c11,1499759992,0,20170711 15:59:52,1499759992,0.003908777,7.386993868,283.8141179,28.29585376,38.81433728,0.1357531,2.25271126,0.131366559,0.082486405,247.8400387,35.27334264,34.9406,5.629818279,50.16876774,2.78855825,5.55835508,2.841260029,-0.041256778,0.046314348,3.460069187,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.491606,7.386993868,#DIV/0!,#DIV/0!,0.0066327,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.99,1264.491606,0.843000024,0.19599975,1499759992,389.317,400.006,27.9699,23.4112,500.07,99.5985,0.100042,34.7102,34.9406,999.9,9989.38,0,346.618,1499.99,0.900005,0.0999952,0,885.134,5.00027,13572.5,49.875,51.312,50.5,51.375,51.937,896.9834615,-98.95261545,-1485.914531,13746.91538,15,2,333.076,810.229,30.0003,38.9891,30.0006,38.8044,38.7331,24.4761,32.7727,0,30,400,23.4736,97.0789,98.5732,0.158,15.185,100,100
2,c11,1499760092,99.5999999,20170711 16:01:31,1499760091,0.004536214,5.115729965,227.2810874,22.65973077,29.14265916,0.160086788,2.257025986,0.154035632,0.096796885,247.8200536,35.0386974,34.8759,5.609670086,50.40458298,2.797408544,5.549909113,2.812261542,-0.041373165,0.046445002,3.467789907,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.38261,5.115729965,#DIV/0!,#DIV/0!,0.00483693,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.86,1264.38261,0.84300042,0.19600084,1499760091,292.306,300.036,28.0585,22.7678,500.002,99.5991,0.100048,34.6828,34.8759,999.9,10017.5,0,344.665,1499.86,0.899986,0.100014,0,826.67,5.00027,12695.8,50,51.5,50.687,51.562,52.062,829.5220385,-21.71825642,-313.8905985,12735.94231,15,2,344.728,808.747,30.0005,39.1174,30.0007,38.9312,38.8597,19.3362,34.7409,0,30,300,22.7565,97.0526,98.5506,0.158,15.185,100,100
3,c11,1499760172,179.5999999,20170711 16:02:51,1499760171,0.005198258,1.361725889,176.5060001,17.59780813,19.65583422,0.187972364,2.256089721,0.179684873,0.113017193,247.805183,34.80253668,34.7473,5.569808847,50.62316289,2.806640324,5.544182079,2.763168522,-0.041347892,0.046416632,3.46611406,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.30674,1.361725889,#DIV/0!,#DIV/0!,0.001868001,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.77,1264.30674,0.84300042,0.19600084,1499760171,197.148,200.012,28.1506,22.088,499.976,99.6009,0.100006,34.6642,34.7473,999.9,10011.2,0,341.3,1499.77,0.899986,0.100014,0,820.424,5.00027,12588.6,50.062,51.562,50.75,51.687,52.187,821.7318462,-9.425299139,-150.6837606,12608.91923,15,2,349.108,807.009,29.9997,39.2252,30.0006,39.0378,38.9654,13.9753,37.6325,0,30,200,21.9155,97.0316,98.5316,0.158,15.185,100,100
4,c11,1499760247,254.5999999,20170711 16:04:06,1499760246,0.005752382,-3.191575925,123.1166636,12.27505269,10.27923939,0.212155582,2.25449311,0.201655421,0.126934717,247.8465749,34.5822955,34.5587,5.511795202,50.35902243,2.786049853,5.532374773,2.725745349,-0.041304818,0.046368276,3.46325689,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.517535,-3.191575925,#DIV/0!,#DIV/0!,-0.001733132,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.02,1264.517535,0.84300045,0.1960009,1499760246,103.099,99.9804,27.9436,21.2328,499.938,99.6026,0.10001,34.6258,34.5587,999.9,10000.6,0,339.168,1500.02,0.899985,0.100015,0,831.019,5.00027,12735.9,50.187,51.687,50.875,51.812,52.25,831.266,-1.941606838,-23.77777778,12738.98846,15,2,352.118,805.316,29.9993,39.3141,30.0006,39.1294,39.0577,8.41176,40.8012,0,30,100,21.0945,97.0148,98.5108,0.158,15.185,100,100
5,c11,1499760316,323.5999999,20170711 16:05:15,1499760315,0.006190855,-5.409889017,91.73994602,9.146641511,5.588736846,0.232886079,2.260889084,0.220332571,0.138779322,247.8763161,34.41358625,34.4131,5.467368426,50.35372037,2.781860827,5.524638114,2.685507599,-0.041477541,0.046562174,3.474707531,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.669275,-5.409889017,#DIV/0!,#DIV/0!,-0.00348699,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.2,1264.669275,0.84300045,0.1960009,1499760315,56.0545,49.9791,27.9018,20.6801,500.003,99.6018,0.100041,34.6006,34.4131,999.9,10042.5,0,351.399,1500.2,0.899985,0.100015,0,842.725,5.00027,12909.2,50.312,51.812,51,51.875,52.312,842.013,4.740034187,52.81367513,12900.41538,15,2,354.208,804.113,29.9997,39.3841,30.0005,39.2044,39.1331,5.61031,42.2066,0,30,50,20.6214,97.0006,98.4994,0.158,15.185,100,100
6,c11,1499760382,389.5999999,20170711 16:06:21,1499760381,0.006629644,-6.712998091,70.28030613,7.007278061,2.77192076,0.253399795,2.257205475,0.238590096,0.150377224,247.8200376,34.26983321,34.3276,5.44142526,50.41201026,2.785251281,5.524975629,2.656173979,-0.041378011,0.046450442,3.46811121,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.389753,-6.712998091,#DIV/0!,#DIV/0!,-0.004518384,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.87,1264.389753,0.842999562,0.19599972,1499760381,27.8013,19.966,27.935,20.2008,499.944,99.6048,0.0999174,34.6017,34.3276,999.9,10018.1,0,358.59,1499.87,0.900003,0.0999966,0,855.703,5.00027,13094.9,50.375,51.875,51.062,52,52.437,854.6633462,7.749230762,117.7025641,13081.53846,15,2,356.02,803.13,30.0001,39.4428,30.0005,39.2711,39.2012,3.95591,44.2382,0,30,20,20.0572,96.9891,98.4895,0.158,15.185,100,100
7,c11,1499760562,570,20170711 16:09:22,1499760562,0.007217648,0.081199289,171.8400295,17.1335002,17.94041877,0.282870133,2.258663045,0.264560004,0.166896229,247.8751325,34.06966708,34.1358,5.383616647,50.24344335,2.774751136,5.522613401,2.608865511,-0.041417376,0.046494633,3.470720794,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.668947,0.081199289,#DIV/0!,#DIV/0!,0.000854927,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.2,1264.668947,0.843000231,0.196000015,1499760562,179.933,181.589,27.8293,19.4085,499.961,99.6061,0.100006,34.594,34.1358,999.9,10027.5,0,364.956,1500.2,0.900001,0.0999993,0,799.581,5.00027,12301.2,50.625,52.125,51.312,52.187,52.625,799.8090769,-1.378324805,-4.030769231,12299.58077,15,2,363.401,801.513,30.0002,39.5952,30.0003,39.4343,39.3689,100,47.6712,0,30,400,19.349,96.958,98.4604,0.158,15.185,100,100
8,c11,1499760743,750.5,20170711 16:12:22,1499760742,0.007667336,-1.441418777,144.0365414,14.36138136,14.17138647,0.307769034,2.260290829,0.286239606,0.180708427,247.8470437,33.90423302,33.994,5.341222117,50.37432833,2.779199416,5.517094735,2.562022701,-0.041461367,0.046544016,3.473635926,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.525637,-1.441418777,#DIV/0!,#DIV/0!,-0.000349079,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.03,1264.525637,0.843000231,0.196000015,1499760742,142.131,141.709,27.8738,18.9291,499.98,99.6066,0.0999135,34.576,33.994,999.9,10038.1,0,353.573,1500.03,0.900001,0.0999993,0,801.902,5.00027,12327.9,50.812,52.25,51.5,52.375,52.812,801.7536923,0.832752128,5.726495727,12326.45,15,2,366.853,800.136,29.9995,39.7018,30.0001,39.5559,39.4927,100,49.4089,0,30,400,18.8349,96.9374,98.4408,0.158,15.185,100,100
9,c11,1499760923,931.0999999,20170711 16:15:23,1499760923,0.008081462,-2.704046676,123.4039392,12.30380782,11.39471714,0.326923657,2.258425805,0.302725419,0.191228028,247.8285552,33.77440605,33.9067,5.315266319,50.03314367,2.761418759,5.519179,2.55384756,-0.041410967,0.046487439,3.470296001,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.43234,-2.704046676,#DIV/0!,#DIV/0!,-0.001347677,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.92,1264.43234,0.842999853,0.195999855,1499760923,114.286,112.149,27.6963,18.2651,499.892,99.6036,0.0999257,34.5828,33.9067,999.9,10026.2,0,367.398,1499.92,0.900002,0.0999979,0,809.372,5.00027,12427.5,50.687,52.062,51.375,52.25,52.687,809.0217308,3.203521374,32.72820502,12425.05,15,2,376.671,799.353,30.0001,39.659,29.9999,39.5398,39.4826,100,51.9377,0,30,600,18.2376,96.9553,98.4581,0.158,15.185,100,100
10,c11,1499761104,1111.6,20170711 16:18:23,1499761103,0.008077072,-3.790811046,108.8545955,10.85330684,9.285990436,0.323349938,2.256344043,0.299637165,0.189258608,247.8118769,33.81938102,33.9602,5.331159747,49.74820647,2.752455903,5.532774142,2.578703844,-0.041354756,0.046424337,3.466569251,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.340505,-3.790811046,#DIV/0!,#DIV/0!,-0.002207326,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.81,1264.340505,0.84300045,0.1960009,1499761103,93.135,89.4894,27.6061,18.1829,500.091,99.6045,0.100127,34.6271,33.9602,999.9,10012.5,0,411.903,1499.81,0.899985,0.100015,0,816.84,5.00027,12525.6,50.5,51.812,51.187,51.937,52.5,816.4378077,2.018837615,34.2358974,12523.26923,15,2,382.609,799.003,30.0011,39.602,30.0001,39.4936,39.4424,100,51.9385,0,30,800,18.1698,96.9655,98.4702,0.158,15.185,100,100
11,c11,1499761284,1292,20170711 16:21:24,1499761284,0.007934407,-4.5466614,97.50081904,9.721066236,7.635738667,0.314501303,2.249128925,0.29195367,0.18436197,247.8431694,33.8551822,34.0202,5.349033302,49.719416,2.749473307,5.529979087,2.599559995,-0.041160301,0.046206044,3.453663493,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.507773,-4.5466614,#DIV/0!,#DIV/0!,-0.002804776,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.01,1264.507773,0.842999562,0.19599972,1499761284,76.5853,71.8581,27.5768,18.3173,499.958,99.6025,0.0999059,34.618,34.0202,999.9,9965.62,0,461.785,1500.01,0.900003,0.0999966,0,824.537,5.00027,12614.7,50.25,51.5,50.875,51.625,52.25,824.3380385,2.167692307,26.834188,12611.15769,15,2,386.438,799.606,30,39.562,29.9998,39.4551,39.4004,100,50.825,0,30,1000,18.4084,96.9723,98.4753,0.158,15.185,100,100
12,c11,1499761465,1472.6,20170711 16:24:24,1499761464,0.00759456,-5.089117499,89.31281433,8.904788394,6.373188838,0.302086014,2.247894704,0.281209522,0.177511249,247.8613445,33.88385826,33.9828,5.337886013,50.04067761,2.754494977,5.504511747,2.583391035,-0.041127094,0.046168766,3.451457484,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.600503,-5.089117499,#DIV/0!,#DIV/0!,-0.003233525,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.12,1264.600503,0.842999562,0.19599972,1499761464,63.9215,58.3981,27.6269,18.7668,500.09,99.6033,0.100068,34.5349,33.9828,999.9,9957.5,0,467.12,1500.12,0.900003,0.0999966,0,830.99,5.00027,12692,50.062,51.375,50.687,51.437,52.125,830.7428462,2.152136758,22.52991458,12688.67692,15,2,386.723,800.461,30.0003,39.4801,29.9999,39.3784,39.3279,100,48.2885,0,30,1200,18.7686,96.9859,98.4937,0.158,15.185,100,100
13,c11,1499761645,1653,20170711 16:27:25,1499761645,0.007734409,-5.479656917,81.06070055,8.081705527,5.384427161,0.312404856,2.25493544,0.290198374,0.183237436,247.8365765,33.78829376,33.8997,5.313189856,50.34948101,2.763618311,5.488871495,2.549571545,-0.041316749,0.04638167,3.464048368,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.46691,-5.479656917,#DIV/0!,#DIV/0!,-0.003542724,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.96,1264.46691,0.84300042,0.19600084,1499761645,54.0066,47.9314,27.7195,18.6942,499.929,99.5995,0.0999286,34.4837,33.8997,999.9,10003.8,0,375.789,1499.96,0.899986,0.100014,0,835.916,5.00027,12757.3,49.875,51.187,50.625,51.312,52,836.1583846,0.877196586,26.58461538,12755.01538,15,2,387.097,801.208,30,39.3861,29.9998,39.2943,39.2443,100,48.2885,0,30,1500,18.6499,97.005,98.511,0.158,15.185,100,100
1,c12,1499820587,0,20170712 08:49:46,1499820586,0.007812002,17.42954326,284.8476276,28.3982964,37.4262456,0.381870068,2.252197749,0.349206419,0.220955414,247.8073868,31.50048285,31.2025,4.563729604,49.86562251,2.41146763,4.835932068,2.152261975,-0.04124294,0.046298813,3.45915071,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.323015,17.42954326,#DIV/0!,#DIV/0!,0.01457661,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.79,1264.323015,0.84300003,0.19600006,1499820586,375.402,399.829,24.1881,15.0433,500.156,99.5963,0.100147,32.2239,31.2025,999.9,9986.25,0,703.701,1499.79,0.899999,0.100001,0,1155.26,5.00027,16908.9,41.625,43.375,42.062,44.312,44.375,1166.781154,-97.82256398,-1383.835896,17078.31538,15,2,459.603,892.831,30.002,32.3979,30.0022,31.8622,31.7055,22.9241,53.2749,51.1932,30,400,15.2226,98.2638,99.4982,0.134,13.058,100,100
2,c12,1499820660,73.5,20170712 08:51:00,1499820660,0.007804951,11.22054167,222.7836083,22.21168963,28.29307475,0.373292712,2.253990655,0.342038265,0.216363515,247.8259006,31.64045727,31.4105,4.618052845,49.72487258,2.423326079,4.873468657,2.194726766,-0.041291268,0.046353065,3.462357903,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.415925,11.22054167,#DIV/0!,#DIV/0!,0.00966497,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.9,1264.415925,0.84300015,0.1960003,1499820660,283.78,299.905,24.306,15.1663,499.923,99.6008,0.0999356,32.3608,31.4105,999.9,9997.5,0,734.035,1499.9,0.899995,0.100005,0,1059.57,5.00027,15590.8,42.625,44.312,43.062,45.187,45.312,1064.831923,-41.19692311,-546.1094021,15658.11923,15,2,461.719,891.252,30.0018,32.787,30.0019,32.282,32.1338,18.0575,49.0698,46.1099,30,300,15.355,98.1982,99.443,0.134,13.058,100,100
3,c12,1499820732,145.5,20170712 08:52:12,1499820732,0.007827673,4.542175304,164.7660056,16.4258093,19.20860389,0.366825758,2.247524697,0.336518635,0.212838066,247.8411531,31.78828374,31.6611,4.6842491,49.79428316,2.448299461,4.916828411,2.235949639,-0.041117142,0.046157594,3.450796237,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.49955,4.542175304,#DIV/0!,#DIV/0!,0.0043829,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500,1264.49955,0.8429997,0.1959994,1499820732,192.68,199.94,24.5587,15.3968,500.034,99.5917,0.100037,32.5178,31.6611,999.9,9956.25,0,728.178,1500,0.90001,0.09999,0,1010.58,5.00027,14932.3,43.562,45.187,44,46.062,46.187,1013.317692,-20.69675215,-251.8495728,14963.29231,15,2,463.449,889.264,30.0014,33.1312,30.0018,32.661,32.5218,12.9308,46.7505,41.4472,30,200,15.496,98.1389,99.3906,0.134,13.058,100,100
4,c12,1499820806,219.0999999,20170712 08:53:25,1499820805,0.007857758,-2.048032495,107.2367609,10.69087698,10.10778977,0.36148717,2.257331464,0.332134738,0.210022437,247.8345693,31.94311849,31.8841,4.743847954,49.79156986,2.470590344,4.96186473,2.27325761,-0.041381413,0.046454261,3.46833675,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.465443,-2.048032495,#DIV/0!,#DIV/0!,-0.000828834,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.96,1264.465443,0.842999442,0.19599948,1499820805,101.388,99.8865,24.7817,15.5868,500.04,99.5941,0.100043,32.6796,31.8841,999.9,10020,0,753.11,1499.96,0.900007,0.0999926,0,986.214,5.00027,14626.9,44.437,46.062,44.937,46.875,47,987.2971538,-10.34297435,-123.1931623,14642.6,15,2,465.303,887.743,30.0015,33.461,30.0017,33.0221,32.891,7.58922,45.3375,37.2759,30,100,15.5999,98.0813,99.3403,0.134,13.058,100,100
5,c12,1499820875,288,20170712 08:54:34,1499820874,0.007870265,-5.163410698,77.98176196,7.774245075,5.539368403,0.355777293,2.249848443,0.327219153,0.206886442,247.8400958,32.08220521,32.0873,4.798728821,49.7449869,2.488549606,5.002613853,2.310179215,-0.041179667,0.046227784,3.454949762,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.491736,-5.163410698,#DIV/0!,#DIV/0!,-0.003292557,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.99,1264.491736,0.843000111,0.195999775,1499820874,55.5642,49.8931,24.9621,15.7539,500.02,99.5931,0.100019,32.8249,32.0873,999.9,9971.25,0,739.024,1499.99,0.900005,0.0999953,0,978.886,5.00027,14562,45.187,46.875,45.75,47.625,47.75,979.3911923,-5.050564092,-25.34358974,14565.57308,15,2,466.211,886.065,30.0015,33.7531,30.0017,33.3388,33.215,4.91059,43.9154,33.4352,30,50,15.8323,98.0302,99.2945,0.134,13.058,100,100
6,c12,1499820939,352,20170712 08:55:38,1499820938,0.007868688,-6.80431123,59.41577621,5.923746323,2.774608045,0.35142306,2.253976818,0.32357708,0.204553341,247.8649625,32.19932264,32.2402,4.840388123,49.75509969,2.505218943,5.035099837,2.33516918,-0.041290895,0.046352647,3.462333147,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.61793,-6.80431123,#DIV/0!,#DIV/0!,-0.004589775,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.14,1264.61793,0.84299994,0.19599988,1499820938,27.8296,19.927,25.1276,15.9222,499.987,99.5999,0.0999895,32.94,32.2402,999.9,9997.5,0,759.766,1500.14,0.900002,0.099998,0,980.393,5.00027,14618,45.875,47.5,46.437,48.25,48.375,980.1736538,-0.142461546,52.3829059,14610.78462,15,2,466.611,884.869,30.0012,34.0095,30.0015,33.6171,33.4995,3.33203,42.8063,29.9846,30,20,15.9518,97.9835,99.2527,0.134,13.058,100,100
7,c12,1499821008,421.5,20170712 08:56:48,1499821008,0.007776531,17.5804171,274.9217804,27.41092106,37.40960291,0.343998837,2.252896953,0.317257321,0.200514928,247.8354778,32.3418277,32.3501,4.870525717,49.67652531,2.517138191,5.067057681,2.353387526,-0.041261783,0.046319966,3.460401341,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.466626,17.5804171,#DIV/0!,#DIV/0!,0.014694272,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.96,1264.466626,0.843000231,0.196000015,1499821008,375.205,399.803,25.246,16.1497,499.997,99.6044,0.100036,33.0526,32.3501,999.9,9990,0,781.107,1499.96,0.900001,0.0999993,0,954.606,5.00027,14279.4,46.5,48.125,47.125,48.812,48.937,959.275,-30.82536754,-390.4615388,14337.41538,15,2,467.074,884.346,30.001,34.2588,30.0012,33.8881,33.7738,23.2588,41.6811,26.5746,30,400,16.152,97.9426,99.2155,0.134,13.058,100,100
8,c12,1499821069,482,20170712 08:57:48,1499821068,0.007801742,17.65215203,273.8528753,27.30381165,37.40398471,0.341603957,2.258041891,0.315273348,0.199242145,247.8702582,32.42992718,32.4769,4.905500566,49.67114557,2.530269554,5.094043081,2.375231012,-0.041400598,0.046475798,3.469608618,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.6434,17.65215203,#DIV/0!,#DIV/0!,0.014748942,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.17,1264.6434,0.84300006,0.19600012,1499821068,375.156,399.853,25.3782,16.2529,499.956,99.6025,0.099983,33.1472,32.4769,999.9,10023.8,0,786.468,1500.17,0.899998,0.100002,0,943.347,5.00027,14140.7,47,48.625,47.625,49.312,49.437,941.8079615,9.767350436,165.1760685,14116.53846,15,2,467.233,883.68,30.0014,34.453,30.0013,34.1028,33.9942,23.3035,40.8261,23.514,30,400,16.3376,97.9109,99.1869,0.134,13.058,100,100
9,c12,1499821138,551.0999999,20170712 08:58:57,1499821137,0.007691697,29.4252831,390.3450014,38.91779206,55.76895803,0.335136753,2.256290202,0.309735899,0.195706424,247.8686467,32.53726833,32.558,4.927984559,49.75780862,2.544888297,5.114550595,2.383096262,-0.041353303,0.046422706,3.466472884,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.642243,29.4252831,#DIV/0!,#DIV/0!,0.024058411,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.17,1264.642243,0.842999289,0.195999025,1499821137,559.362,599.836,25.5252,16.5306,499.991,99.601,0.100013,33.2188,32.558,999.9,10012.5,0,786.203,1500.17,0.900015,0.0999847,0,1011.3,5.00027,15155.8,47.562,49.125,48.187,49.75,49.937,1007.764615,28.33846155,435.3982909,15098.57692,15,2,467.486,882.806,30.0009,34.6466,30.001,34.3208,34.2143,32.6667,39.9695,20.1284,30,600,16.5544,97.877,99.159,0.134,13.058,100,100
10,c12,1499821211,624.5999999,20170712 09:00:11,1499821211,0.007546969,39.62199713,513.1202386,51.15841362,74.33071172,0.326362108,2.256850184,0.302228139,0.190911991,247.843977,32.66089599,32.6552,4.955050197,49.82550208,2.55923554,5.136396892,2.395814657,-0.041368419,0.046439674,3.467475213,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.516054,39.62199713,#DIV/0!,#DIV/0!,0.03212454,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.02,1264.516054,0.842999463,0.195999075,1499821211,745.539,799.825,25.6692,16.8473,500.113,99.6006,0.100035,33.2948,32.6552,999.9,10016.2,0,771.296,1500.02,0.900015,0.0999849,0,1087.64,5.00027,16316.7,48,49.5,48.687,50.125,50.375,1083.771923,26.17948715,396.8923072,16265.01923,15,2,467.851,882.398,30,34.8154,30.0008,34.513,34.4128,41.474,39.1463,16.6874,30,800,16.8,97.8511,99.1349,0.134,13.058,100,100
11,c12,1499821304,717.0999999,20170712 09:01:43,1499821303,0.007335782,46.43279236,651.4448069,64.94809223,93.30406943,0.313254602,2.259111672,0.290969897,0.183726096,247.8441189,32.80672338,32.7801,4.990018837,49.85770837,2.571793474,5.15826651,2.418225363,-0.041429497,0.04650824,3.471524138,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.51623,46.43279236,#DIV/0!,#DIV/0!,0.037510624,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.02,1264.51623,0.84299958,0.19599916,1499821303,935.862,999.817,25.7957,17.2202,500.021,99.5985,0.100034,33.3706,32.7801,999.9,10031.2,0,797.841,1500.02,0.900014,0.099986,0,1120.12,5.00027,16878.7,48.5,49.937,49.187,50.562,50.812,1118.673077,10.31999998,178.5299142,16855.23846,15,2,468.915,882.424,30.0007,34.9755,30.0008,34.7078,34.6159,49.8518,37.9218,12.8703,30,1000,17.1516,97.8275,99.1128,0.134,13.058,100,100
12,c12,1499821378,791.0999999,20170712 09:02:57,1499821377,0.007203156,50.63297152,805.3841592,80.29562022,112.5825759,0.302644984,2.257310474,0.281774965,0.177864367,247.8427229,32.93326289,32.9047,5.025117258,49.66041426,2.573598025,5.182393388,2.451519233,-0.041380846,0.046453625,3.468299175,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.508236,50.63297152,#DIV/0!,#DIV/0!,0.040832452,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.01,1264.508236,0.842999871,0.195999295,1499821377,1129.23,1199.77,25.8138,17.3908,499.861,99.5987,0.0998343,33.4539,32.9047,999.9,10019.4,0,806.465,1500.01,0.900013,0.0999873,0,1100.52,5.00027,16625.9,48.937,50.312,49.625,50.812,51.187,1099.860769,1.73470085,34.50598288,16618.23462,15,2,468.899,881.977,30.0005,35.0922,30.0007,34.8476,34.7632,57.812,37.6172,9.83533,30,1200,17.4916,97.8043,99.0977,0.134,13.058,100,100
